mp_id,formula,sites,composition,a_edge (angstrom),b_edge (angstrom),c_edge (angstrom),alpha_ang (deg),beta_ang (deg),gamma_ang (deg),crystal_system,space_group,total_magnetisation (bohr),energy_per_atom (eV/atom),formation_energy (eV/atom),energy_above_hull (eV/atom),stable,density (g/cc),band_gap (eV),direct_bandgap,volume (cubic-angstrom),bulk_modulus (GPa),shear_modulus (GPa)
mp-1185387,LiNdO3,5,Li1 Nd1 O3,3.772144,3.772144,3.772144,90.0,90.0,90.0,cubic,Pm-3m,1.9996507000000001,-6.602905440000001,-2.298714777166667,0.259888149964283,False,6.162155477543917,0.0,False,53.67410237173956,,
mp-758501,LiNiF3,10,Li1 Ni1 F3,5.448149592879473,5.448149008596082,5.448149358292415,55.21225850953985,55.212260696809146,55.21225945239104,trig,R-3,4.0000001,-7.345646598,-2.597769157833333,0.018963556499999,False,4.007619956980738,5.245,False,101.62203983838734,,
mp-1185261,LiNiO3,5,Li1 Ni1 O3,3.775145,3.775145,3.775145,90.0,90.0,90.0,cubic,Pm-3m,2.7958472,-5.21204689,-0.7054583776666661,0.5024219344545471,False,3.507124068215731,0.0,False,53.80230863498618,,
mp-1078188,LiOsO3,10,Li1 Os1 O3,5.2876307205438575,5.287630719515281,5.287631153988858,57.86462279315832,57.86462281936851,57.864626156262844,trig,R-3c,0.0001113,-7.3322570150000015,-1.736222352666666,0.008333421,False,8.190390450235949,0.0,False,99.41236306148032,,
mp-1078358,LiOsO3,10,Li1 Os1 O3,5.319329869196907,5.31932987488757,5.319329713871902,56.779084264755895,56.77908419126408,56.77908807320061,trig,R3c,2.29e-05,-7.340590436000001,-1.744555773666667,0.0,True,8.26496819293442,0.0,False,98.51533001061097,,
mp-1202801,LiPO3,100,Li1 P1 O3,5.521558,13.31298,19.664631856455514,57.25981678981108,90.0,90.0,mono,Pc,0.0002093,-7.135393510700001,-2.701737629295238,0.000989664133332,False,2.346664763854643,5.5832,True,1215.86885289899,,
mp-29195,LiPO3,60,Li1 P1 O3,5.30601021958375,7.947867306166029,16.90987642,90.0,90.0,99.64294314782585,mono,P2_1/c,0.0,-7.136383174833333,-2.702727293428572,0.0,True,2.435061437820981,5.7219999999999995,False,703.0385066061369,,
mp-557189,LiPO3,100,Li1 P1 O3,5.512048,13.301205,19.62527469427873,57.39720558914827,90.0,90.0,mono,P2/c,0.00021539999999900002,-7.1338721425,-2.700216261095238,0.0025110323333320003,False,2.353890411744613,5.7828,True,1212.1365465148035,,
mp-1185263,LiPaO3,5,Li1 Pa1 O3,4.31820142,4.31820142,4.31820142,90.0,90.0,90.0,cubic,Pm-3m,0.0,-8.598911058000002,-3.339490445666668,0.0,True,5.8975088322415194,3.1954000000000002,False,80.52091246018041,,
mp-1185388,LiPmO3,5,Li1 Pm1 O3,3.746129,3.746129,3.746129,90.0,90.0,90.0,cubic,Pm-3m,1.9965288,-6.599003102,-2.298333461166667,0.287546243964285,False,6.31537090733444,0.0,False,52.5712357067057,,
mp-1185404,LiPrO3,5,Li1 Pr1 O3,3.790912,3.790912,3.790912,90.0,90.0,90.0,cubic,Pm-3m,1.9971092,-6.607027908000001,-2.297372440000001,0.23509200108928402,False,5.969453574381734,0.0,False,54.47924863528783,,
mp-8189,LiReO3,10,Li1 Re1 O3,5.426872181193602,5.426872181193602,5.42687205841247,56.537443855855834,56.537443855855834,56.53743752176442,trig,R3c,0.0003035,-7.945042248999999,-2.104858231166666,0.075053481000005,False,7.702759784833865,0.0,False,103.97122513168792,,
mp-1185420,LiRuO3,5,Li1 Ru1 O3,3.834755,3.834755,3.834755,90.0,90.0,90.0,cubic,Pm-3m,0.0072748,-6.663394638,-1.457952953666666,0.211082630791665,False,4.593951862652347,0.0,False,56.39139875519791,,
mp-4995,LiSbO3,20,Li1 Sb1 O3,4.87993988,5.19125198,8.50669695,90.0,90.0,90.0,ortho,Pnna,0.0,-6.294555521499999,-2.118194097166666,0.0,True,5.4462318959327884,2.1379,True,215.50013311485165,,
mp-752636,LiSbO3,20,Li1 Sb1 O3,6.020704,6.020704,6.020704,90.0,90.0,90.0,cubic,P2_13,0.0015197,-6.205745034,-2.029383609666666,0.08881048749999601,False,5.377765286043913,1.4496,False,218.24375667597388,,
mp-756951,LiSbO3,10,Li1 Sb1 O3,5.34075079274284,5.34075079274284,5.058470150467646,83.12870703267016,83.12870703267016,123.12512002950572,mono,C2/m,0.0,-6.235983737,-2.059622312666666,0.058571784499997004,False,5.017345415144604,2.9459,False,116.96062373991855,,
mp-770932,LiSbO3,10,Li1 Sb1 O3,6.622148019328278,5.234383648656895,9.702363772289358,86.94645891088629,42.98349199433419,51.17114272213611,mono,C2/m,0.0,-6.278321590999999,-2.101960166666666,0.016233930499997003,False,5.08523353797315,2.8255999999999992,False,115.39919354575606,,
mp-28835,LiScI3,10,Li1 Sc1 I3,7.485670533171094,7.485670533171094,6.70449,90.0,90.0,120.00000471224523,hex_,P-6c2,0.3930634,-3.910419103,-1.347733139666667,0.047725456319999006,False,4.41588947498251,0.0,False,325.35521750043375,,
mp-1211104,LiSeO3,20,Li1 Se1 O3,5.417166,5.436661,11.534035,90.0,90.0,90.0,ortho,P2_12_12_1,3.9979905000000002,-5.48385317,-1.434109698135416,0.20784121066667302,False,2.618191499154925,0.5306000000000001,False,339.6922687408509,,
mp-20747,LiSi3Pd,5,Li1 Si3 Pd1,7.201335586829084,7.201335586829084,7.201335586829084,152.54817498680026,152.54817498680026,39.2133207332819,tet,I4mm,0.0040671,-4.60680792,0.066143833333333,0.38917825344217605,False,4.141930275457595,0.0,False,79.22672695343037,,
mp-1185414,LiSiO3,5,Li1 Si1 O3,3.508652,3.508652,3.508652,90.0,90.0,90.0,cubic,Pm-3m,0.0028166,-6.829866491999999,-2.394241709666666,0.321286189688888,False,3.19179893739793,0.0,False,43.19374764725567,,
mp-973136,LiSmO3,5,Li1 Sm1 O3,3.734836,3.734836,3.734836,90.0,90.0,90.0,cubic,Pm-3m,1.9996141,-6.584905318,-2.290626914666666,0.308178575339285,False,6.543675364096959,0.0,False,52.097227165665274,,
mp-998230,LiSnCl3,5,Li1 Sn1 Cl3,5.071729818916347,5.078612021443952,5.088723776934295,87.35959264165349,87.3920999849445,87.48050393854061,trig,R3m,0.0,-3.969960761999999,-1.6771398216666662,0.020719455,False,2.9480824422162133,0.00030000000000000003,True,130.6821218175454,,
mp-998591,LiSnCl3,10,Li1 Sn1 Cl3,6.970808160355735,6.970807983328179,7.2377009289709635,61.212508144384294,61.212507851166016,60.000003942932146,trig,R3c,0.0,-3.9804789289999993,-1.6876579886666652,0.010201288000000001,False,3.043778674764525,3.4801,False,253.14696632577648,,
mp-1105216,LiTaO3,10,Li1 Ta1 O3,5.081659415585031,5.081659415585031,5.682455,90.0,90.0,96.74712371567709,ortho,Cmcm,0.0006868999999990001,-8.701202891,-2.977256206133333,0.14810256400000701,False,5.375939422972849,3.7436,False,145.72326093272562,,
mp-1105280,LiTaO3,20,Li1 Ta1 O3,4.749778,5.117239,8.834571,90.0,90.0,90.0,ortho,Pnma,0.0,-8.7388514435,-3.014904758633334,0.11045401150000701,False,7.296570199160666,2.4709,True,214.7308672182759,,
mp-1105326,LiTaO3,20,Li1 Ta1 O3,4.927793,6.414382,8.548385,90.0,90.0,90.0,ortho,Pnma,3.0400000000000004e-05,-8.5946519535,-2.870705268633332,0.25465350150000704,False,5.798583202136881,3.471899999999999,True,270.2037363208662,,
mp-3666,LiTaO3,10,Li1 Ta1 O3,5.4768476568179745,5.476847758619139,5.476847362093205,55.89940507067018,55.899407951958544,55.89941376879602,trig,R3c,0.0,-8.849305455000003,-3.125358770133336,0.0,True,7.452082824503236,3.7003,False,105.12489484369374,,
mp-754345,LiTaO3,10,Li1 Ta1 O3,5.444507,5.444507,3.942623,90.0,90.0,90.0,tet,P4/mbm,4.4e-06,-8.760660486,-3.036713801133333,0.088644969000005,False,6.703179903163183,2.5608,False,116.86981919174187,,
mp-862870,LiTcO3,5,Li1 Tc1 O3,3.853850999999999,3.853850999999999,3.853850999999999,90.0,90.0,90.0,cubic,Pm-3m,0.0018613,-7.334157064,-1.911468098666667,0.06527020858333,False,4.436935879705508,0.0,False,57.23804068843266,"{'voigt': 194.213, 'reuss': 194.213, 'vrh': 194.213}","{'voigt': 89.742, 'reuss': 69.95, 'vrh': 79.846}"
mp-755231,LiTeO3,20,Li1 Te1 O3,5.178121,5.341448,8.960911,90.0,90.0,90.0,ortho,Pnn2,0.001410499999999,-5.7299051425,-1.7506827875000002,0.062716615749997,False,4.891948409239831,2.1534,False,247.8468270134616,,
mp-675460,LiTiCl3,5,Li1 Ti1 Cl3,5.05918,5.05918,4.860325,90.0,90.0,90.0,tet,P4/mmm,2.0001388,-8.369009859291669,-1.612653835458334,0.20207853654166602,False,2.151293405634958,0.0,False,124.4014875171025,"{'voigt': 35.091, 'reuss': 35.091, 'vrh': 35.091}","{'voigt': 17.905, 'reuss': 14.18, 'vrh': 16.043}"
mp-676210,LiTiCl3,20,Li1 Ti1 Cl3,7.443274487780295,7.443274487780295,12.345259958712088,71.52505696277794,71.52505696277794,57.46468224330698,mono,Cm,1.9992065,-8.476132794291669,-1.719776770458334,0.094955601541666,False,1.991078692731824,0.0177,False,537.6464541027924,,
mp-1185236,LiTmO3,5,Li1 Tm1 O3,3.641522,3.641522,3.641522,90.0,90.0,90.0,cubic,Pm-3m,2.0001978,-6.471009634,-2.223948161666668,0.48891754646428504,False,7.698441212061701,0.0,False,48.28906697313098,,
mp-1181180,LiUO3,10,Li1 U1 O3,16.090111273897765,6.934066508588233,8.560407709508583,143.99928523776885,160.01770533331393,30.589722597550317,ortho,Amm2,2.0000268,-8.749329151000001,-3.140485972666666,0.20802292799996602,False,5.858059667529093,0.391399999999999,False,166.0908285449962,,
mp-545712,LiUO3,5,Li1 U1 O3,4.276264,4.276264,4.276264,90.0,90.0,90.0,cubic,Pm-3m,1.0000097,-8.748317654000001,-3.139474475666665,0.20903442499996602,False,6.221225160327004,0.4172,False,78.1976185374707,,
mp-8007,LiUO3,10,Li1 U1 O3,5.885927779770057,5.885927427818189,5.885927843912936,54.84616026709939,54.84616270400836,54.846168855764134,trig,R3c,1.9999999,-8.957352078999984,-3.348508900666648,0.0,True,7.667992251454383,0.44310000000000005,False,126.88718923279944,,
mp-752607,LiVF3,10,Li1 V1 F3,5.677266128404058,5.677266128404058,5.677266101460631,56.27712627777732,56.27712627777732,56.27712872776691,trig,R-3,5.999992,-6.366718601,-3.021265433166666,0.045084077,False,3.22650121790436,2.5457,False,118.24506596419597,,
mp-752619,LiVF3,10,Li1 V1 F3,5.619684,3.269829,6.7036502868852725,75.84122078407255,90.0,90.0,mono,P2_1/m,5.9979824,-6.332621882,-2.987168714166666,0.07918079600000001,False,3.194216146231122,2.4089,False,119.44021064285687,,
mp-752764,LiVF3,10,Li1 V1 F3,5.536337432639017,5.536337432639017,5.536336008157225,55.46044748532272,55.46044748532272,55.460440983551486,trig,R3c,6.0000001,-6.393293879000001,-3.047840711166667,0.018508798999999,False,3.5542032793873393,2.654699999999999,True,107.34272053522622,,
mp-752911,LiVF3,20,Li1 V1 F3,5.3667110000000005,5.455766,7.834296,90.0,90.0,90.0,ortho,Pnma,12.0006725,-6.376011379499999,-3.030558211666666,0.035791298500000006,False,3.326449515751989,2.6241000000000003,True,229.38442176141814,,
mp-753024,LiVF3,10,Li1 V1 F3,5.857937894523123,5.857937894523123,5.891491,90.0,90.0,119.99999880874566,hex_,P6_3/mmc,5.9899161,-6.320171929,-2.9747187611666672,0.09163074900000001,False,2.179061460789815,1.976,False,175.08356519984343,,
mp-756643,LiVF3,20,Li1 V1 F3,7.220862335724868,7.220862335724868,5.865045329494819,70.14137071741963,70.14137071741963,64.4346376049304,mono,C2/c,12.0000719,-6.311386476,-2.965933308166666,0.10041620199999901,False,3.020088838817058,2.4587,False,252.65339511939445,,
mp-777551,LiVF3,20,Li1 V1 F3,6.166429,6.166429,6.166429,90.0,90.0,90.0,cubic,P2_13,12.0,-6.374644575,-3.029191407166667,0.037158102999999006,False,3.254195578655349,2.8112,True,234.47751686904135,,
mp-777676,LiVF3,20,Li1 V1 F3,7.256616561271238,7.256616561271238,5.782209708067669,70.99180185802015,70.99180185802015,80.2701222397279,mono,C2/c,12.0000001,-6.341531127,-2.996077959166667,0.070271550999999,False,2.810372255258703,2.489,False,271.50698533318666,,
mp-777893,LiVF3,40,Li1 V1 F3,5.005388,8.828678,10.675674,90.0,90.0,90.0,ortho,Pccn,23.9988894,-6.3906481605,-3.045194992666666,0.0211545175,False,3.234790236468577,2.0934,True,471.76827114596836,,
mp-777894,LiVF3,20,Li1 V1 F3,5.011178,5.372419,8.908797,90.0,90.0,90.0,ortho,Pnna,12.0039448,-6.3842221985,-3.038769030666666,0.0275804795,False,3.181383967722379,2.7159999999999993,False,239.84395044135243,,
mp-778509,LiVF3,20,Li1 V1 F3,6.175803,6.175803,6.175803,90.0,90.0,90.0,cubic,P2_13,12.0017505,-6.3406433275000005,-2.995190159666666,0.07115935050000001,False,3.23939982622827,2.7453000000000003,False,235.5484779962295,,
mp-782665,LiVF3,80,Li1 V1 F3,5.724257,9.399066,19.276746,90.0,90.0,90.0,ortho,Pbca,48.000083,-6.358289442375001,-3.012836274541667,0.053513235624999,False,2.942844402792522,2.5628,False,1037.140391065542,,
mp-849502,LiVF3,90,Li1 V1 F3,7.030158,8.067417880322798,21.042800276883423,83.55320760635604,82.90641013351735,86.18551698958129,tri,P-1,54.0004751,-6.317487076555556,-2.972033908722222,0.09431560144444301,False,2.921906629781427,1.355,False,1175.1438629504703,,
mp-1176521,LiVO3,10,Li1 V1 O3,5.106291119772354,5.106291119772354,4.978615320478677,83.46425111984375,83.46425111984375,123.63225433269271,mono,C2/m,2e-07,-7.512539812,-2.345197421666667,0.082759272000009,False,3.35218185163503,0.00019999999999900002,True,104.89827015989523,,
mp-19373,LiVO3,20,Li1 V1 O3,6.607989539160172,6.607989539160172,5.8346504079170725,73.39932612463488,73.39932612463488,78.1114243639203,mono,C2/c,0.0,-7.595299084000009,-2.427956693666677,0.0,True,3.033697700712837,3.0342,False,231.8214352176776,,
mp-19440,LiVO3,20,Li1 V1 O3,7.648511806018475,7.648511806018475,5.797598280676663,68.56626188087102,68.56626188087102,83.53101444555442,mono,C2/c,0.0,,,,False,2.393861855937532,2.8357,False,293.78309915898933,,
mp-723831,LiVO3,20,Li1 V1 O3,5.68874566951318,7.464220390082931,7.464221040600787,82.97939077883879,67.98238898783805,67.98237587022004,mono,C2/c,0.0,-7.594536791500007,-2.427194401166674,0.000762292500001,False,2.582351285594247,2.7113,False,272.33946013428664,,
mp-754098,LiVO3,10,Li1 V1 O3,6.5954246220944714,6.5954246220944714,6.068163021702861,76.31625421081392,76.31625421081392,25.31002991412426,mono,C2/m,3.05e-05,-7.483950119000001,-2.316607728666667,0.11134896500000802,False,3.211854045482234,2.0933,False,109.48133773155732,,
mp-763200,LiVO3,10,Li1 V1 O3,4.950276238632042,4.950276238632042,5.366326911573315,77.40280801437854,77.40280801437854,115.8290387919775,mono,C2,0.0006154999999990001,-7.5099917760000015,-2.342649385666668,0.085307308000007,False,3.258063582794419,2.002999999999999,False,107.92854975417988,,
mp-1176510,LiVS3,10,Li1 V1 S3,5.8075849999999996,6.486580233996724,6.670328992956344,109.88126516469488,93.710891020257,115.05287169683568,tri,P-1,2.0001581,-5.822289908,-1.140708380166665,0.102973500583332,False,2.465479200984007,0.039899999999999006,False,207.54724512131145,,
mp-976283,LiYO3,5,Li1 Y1 O3,3.687005,3.687005,3.687005,90.0,90.0,90.0,cubic,Pm-3m,2.0010194,-6.881439394,-2.229059917666667,0.415705300089284,False,4.765657634060684,0.0,False,50.121167612811526,,
mp-1206894,Lu3AlC,5,Lu3 Al1 C1,4.71874906,4.71875517,4.71874906,90.0,90.0,90.0,cubic,Pm-3m,9e-07,-5.789421248000002,-0.48156051150000206,0.0,True,8.911786528401807,0.0,False,105.07059938012432,,
mp-1017627,Lu3AlN,5,Lu3 Al1 N1,4.60314447,4.60314447,4.60314447,90.0,90.0,90.0,cubic,Pm-3m,6.500000000000001e-05,-27.151325398,-1.131227487749998,0.0,True,9.634223479677244,0.0,False,97.53574743683536,"{'voigt': 99.463, 'reuss': 99.463, 'vrh': 99.463}","{'voigt': 75.738, 'reuss': 75.429, 'vrh': 75.583}"
mp-1206912,Lu3GaC,5,Lu3 Ga1 C1,4.68574539,4.68574539,4.68574539,90.0,90.0,90.0,cubic,Pm-3m,5e-07,-5.7097427960000005,-0.545378021,0.0,True,9.791298401281722,0.0,False,102.88120913292828,,
mp-1206516,Lu3InC,5,Lu3 In1 C1,4.75349159,4.75349159,4.75349159,90.0,90.0,90.0,cubic,Pm-3m,9.499999999999995e-06,-5.683882060000002,-0.5733017408333351,0.0,True,10.07577406552093,0.0,False,107.40838576530207,,
mp-11733,Lu3InN,5,Lu3 In1 N1,4.64826427,4.64826427,4.64826427,90.0,90.0,90.0,cubic,Pm-3m,0.00018329999999900002,-30.408197636,-1.218801315749993,0.0,True,10.808669127655714,0.0,False,100.43207455697862,,
mp-1206877,Lu3PbC,5,Lu3 Pb1 C1,4.75169539,4.75169539,4.75169539,90.0,90.0,90.0,cubic,Pm-3m,6.980000000000004e-05,-5.868060386000002,-0.566785401500001,0.0,True,11.51705535232506,0.0,False,107.28667267494649,,
mp-10609,Lu3SnC,5,Lu3 Sn1 C1,4.72821961,4.72821961,4.72821961,90.0,90.0,90.0,cubic,Pm-3m,0.0001188,-6.029774585999997,-0.669114644499996,0.0,True,10.29934242349731,0.0,False,105.7043645113631,,
mp-10607,Lu3TlC,5,Lu3 Tl1 C1,4.74607332,4.74607332,4.74607332,90.0,90.0,90.0,cubic,Pm-3m,4.2e-06,-5.558271936,-0.525231942166668,0.0,True,11.514281393703046,0.0,False,106.9063075050807,,
mp-1185485,LuAlO3,5,Lu1 Al1 O3,3.677248,3.677248,3.677248,90.0,90.0,90.0,cubic,Pm-3m,8.3e-06,-8.171755614,-3.549526354333333,0.255492339750002,False,8.346949970457588,3.1252,False,49.724309536241876,,
mp-754435,LuAlO3,10,Lu1 Al1 O3,5.1823714154866405,5.1823714154866405,5.182370942523123,60.937650838128064,60.937650838128064,60.93764162184213,trig,R-3c,2.32e-05,-8.345041552,-3.722812292333333,0.082206401750003,False,8.259909025380914,0.0002,True,100.49658482659085,,
mp-755358,LuAlO3,10,Lu1 Al1 O3,3.3895930561487764,3.3895930561487764,11.469327,90.0,90.0,120.0000206143439,hex_,P6_3/mmc,0.0003929,-8.365620775,-3.7433915153333333,0.061627178750002,False,7.273827011470189,3.6479,False,114.12048248056117,,
mp-755574,LuAlO3,20,Lu1 Al1 O3,5.119996,5.361787,7.36044,90.0,90.0,90.0,ortho,Pnma,0.000301999999999,-8.406215403500001,-3.783986143833334,0.021032550250001003,False,8.216249279040953,6.091399999999999,True,202.06121305170757,,
mp-756850,LuAlO3,30,Lu1 Al1 O3,6.480351303439112,6.480351303439112,10.246096,90.0,90.0,120.22006393276905,ortho,Cmcm,0.0,-8.328935587333334,-3.706706327666666,0.098312366416669,False,6.697751032351873,3.711999999999999,True,371.8080788698567,,
mp-1222450,LuBO3,10,Lu1 B1 O3,3.87326197953211,3.87326197953211,8.442054,90.0,90.0,116.16794054941691,ortho,Ama2,0.0042045,-8.694018302,-3.485025854166667,0.084125662000001,False,6.830311479031603,4.5157,False,113.66817285947049,,
mp-7560,LuBO3,10,Lu1 B1 O3,6.0324518333353385,6.032452339425446,6.032452289287878,47.710108556753134,47.71011237056418,47.710103328868406,trig,R-3c,0.0,-8.778143964000002,-3.5691515161666683,0.0,True,7.059129507739583,5.3023,False,109.98367787860556,,
mp-760461,LuBO3,10,Lu1 B1 O3,4.600405273365598,4.600405273365598,7.966248,90.0,90.0,135.72866936508447,ortho,Cmcm,0.0013227,-8.749382555,-3.540390107166666,0.028761409000001,False,6.5969386013916544,4.2791,False,117.68929086573688,,
mp-3105,LuBPd3,5,Lu1 B1 Pd3,4.286119,4.286119,4.286119,90.0,90.0,90.0,cubic,Pm-3m,0.001127,-23.535634639643103,-0.674115597476435,0.11490506962962801,False,10.650757092134663,0.0,False,78.73950385525583,"{'voigt': 148.81, 'reuss': 148.81, 'vrh': 148.81}","{'voigt': 34.238, 'reuss': 16.45, 'vrh': 25.344}"
mp-3717,LuBRh3,5,Lu1 B1 Rh3,4.13754512,4.13753698,4.13750443,90.0,90.0,90.0,cubic,Pm-3m,0.0386781,-24.455079142,-0.888095087833332,0.0,True,11.592776418745979,0.0,False,70.83095591674123,"{'voigt': 188.744, 'reuss': 188.744, 'vrh': 188.744}","{'voigt': 93.96, 'reuss': 87.328, 'vrh': 90.644}"
mp-1176501,LuBiO3,10,Lu1 Bi1 O3,6.045355795709381,6.045355795709381,6.045355523439295,58.67412312884563,58.67412312884563,58.674132356467204,trig,R3c,0.0094215,-7.506134075,-2.855013119333334,0.027742273624999002,False,9.46935658189858,3.1586,False,151.4912945230261,,
mp-772801,LuBiO3,10,Lu1 Bi1 O3,6.108581631238629,6.108581631238629,6.108581437144388,57.68195006654029,57.68195006654029,57.681948376656855,trig,R-3,0.0002293,-7.475031207000001,-2.823910251333335,0.05884514162499901,False,9.400974309080118,2.3018,True,152.59323552308715,,
mp-1222293,LuBiTe3,5,Lu1 Bi1 Te3,10.902662283536072,10.902662283536072,10.902662380043372,23.117270673661253,23.117270673661253,23.117273991816095,trig,R3m,0.0043869,-4.58699091,-1.018663021333333,0.023043487500004,False,7.260919716699134,1.104299999999999,False,175.35161681870088,,
mp-550950,LuCoO3,20,Lu1 Co1 O3,5.067229,5.450336,7.305639,90.0,90.0,90.0,ortho,Pnma,7.9997979,-7.939461358,-2.639663920333333,0.037204011839285005,False,9.280036319735288,0.0,False,201.7678731337942,,
mp-755471,LuCrO3,20,Lu1 Cr1 O3,5.13477912,5.48498586,7.45708665,90.0,90.0,90.0,ortho,Pnma,11.9999995,-9.0573971395,-3.253673551833335,0.0,True,8.695893111836789,2.5313,False,210.0228117255138,,
mp-1193395,LuFeO3,30,Lu1 Fe1 O3,5.9620164542024074,5.9620198556893875,11.581593891907895,89.9984815041002,89.99847915140374,119.995884492746,hex_,P6_3cm,30.026162,-8.468754416333333,-2.901636080666666,0.013801381291665001,False,7.791219595066053,0.0,False,356.53614196145696,,
mp-22588,LuFeO3,20,Lu1 Fe1 O3,5.240991,5.581437,7.665847,90.0,90.0,90.0,ortho,Pnma,20.0015093,-8.4465166745,-2.879398338833334,0.036039123124998004,False,8.258442678612468,1.6083,True,224.2433578745118,,
mp-1185488,LuGaO3,5,Lu1 Ga1 O3,3.766607409999999,3.766607409999999,3.766607409999999,90.0,90.0,90.0,cubic,Pm-3m,0.0,-7.234115358333341,-2.7553820601666743,0.46455023100000803,False,9.095011277478335,3.027399999999999,False,53.43810750805216,,
mp-755342,LuGaO3,10,Lu1 Ga1 O3,3.457911449163642,3.457911449163642,11.705323,90.0,90.0,119.99998946096754,hex_,P6_3/mmc,0.0023094,-7.67745922,-3.198725921833333,0.021206369333349,False,8.019411365090507,2.5134,False,121.21093888475164,,
mp-755792,LuGaO3,20,Lu1 Ga1 O3,5.208062,5.538213,7.584194,90.0,90.0,90.0,ortho,Pnma,0.0009354,-7.6441232365000005,-3.165389938333334,0.054542352833348004,False,8.887079570664806,3.9739999999999993,True,218.7536126207889,,
mp-768505,LuGaO3,30,Lu1 Ga1 O3,5.902617442166949,5.902615851562425,11.574137250001703,89.99999338083255,89.99995015512279,119.9993873073996,hex_,P6_3cm,0.0,-7.698665589333342,-3.219932291166676,0.0,True,8.350153593190138,2.8917,False,349.22964111405213,,
mp-1185514,LuGeO3,5,Lu1 Ge1 O3,3.876011,3.876011,3.876011,90.0,90.0,90.0,cubic,Pm-3m,0.007672699999999001,-7.058339924,-2.260620259333334,0.811421797062525,False,8.429584418052782,0.0,False,58.23110114881499,,
mp-1232147,LuMgSe3,20,Lu1 Mg1 Se3,8.15340639707491,11.84292776,7.2737404321127865,90.0,130.47385082528857,90.0,mono,C2/m,1.5e-06,-4.7352018205,-1.407223440239584,0.29555850249999804,False,5.422209156157342,0.0,False,534.2821821273964,,
mp-1237926,LuMgSe3,10,Lu1 Mg1 Se3,7.310461666897105,7.310461666897105,6.857014549522408,76.04081409858101,76.04081409858101,118.9839127436189,mono,C2/m,0.0014887,-4.701769016,-1.373790635739583,0.328991306999999,False,5.135447972186602,0.0,False,282.05813354481273,,
mp-18808,LuMnO3,30,Lu1 Mn1 O3,6.0056756965349285,6.005585934006154,11.312372590212647,89.9993034704633,90.00043619103889,120.00119631076038,hex_,P6_3cm,23.9999987,-8.815923649666669,-3.11040649758621,0.0,True,7.836057358160109,0.0,False,353.34289219579927,,
mp-21125,LuMnO3,20,Lu1 Mn1 O3,5.241762,5.774885,7.443986,90.0,90.0,90.0,ortho,Pnma,16.0016329,-8.765617151499999,-3.06009999941954,0.050306498166669,False,8.19174681149193,0.44819999999999904,False,225.3337197434038,,
mp-1079715,LuNiGe3,10,Lu1 Ni1 Ge3,10.958205597650602,10.958205597650602,4.046065,90.0,90.0,158.52510572475836,ortho,Cmmm,0.018639299999999002,-5.346626124,-0.5124445843333331,0.013156879999998001,False,8.431608066947634,0.0,False,177.8704346684173,,
mp-1105866,LuNiO3,20,Lu1 Ni1 O3,5.524087,5.135201,8.978869308187528,55.32949236911429,90.0,90.0,mono,P2_1/c,4.0238566,-7.563221223499999,-2.534079793833333,0.016295357291666,False,8.93078999991922,0.099499999999999,False,209.4798371692059,,
mp-19327,LuNiO3,20,Lu1 Ni1 O3,5.05126451004446,5.467334950359395,7.271698800522524,90.00129829340582,90.00047975675122,90.00007984179001,ortho,Pnma,4.0000014,-7.5646023904999975,-2.535460960833331,0.014914190291668001,False,9.315805899042624,0.0,False,200.82217848352906,,
mp-1185498,LuNpO3,5,Lu1 Np1 O3,4.198436,4.198436,4.198436,90.0,90.0,90.0,cubic,Pm-3m,3.999996,-9.570101218000001,-3.107431188083334,0.5750024781874961,False,10.320754811804411,0.049299999999999004,False,74.00526393698391,,
mp-1185490,LuPdO3,5,Lu1 Pd1 O3,3.963751,3.963751,3.963751,90.0,90.0,90.0,cubic,Pm-3m,0.0044716,-6.662980225999999,-1.753889770333332,0.6842253166249981,False,8.782822082118303,0.0,False,62.275768249188445,,
mp-1185529,LuReO3,5,Lu1 Re1 O3,3.956277,3.956277,3.956277,90.0,90.0,90.0,cubic,Pm-3m,0.015264799999999001,-8.304095138,-1.941358202833333,0.986050596600005,False,10.972236067625172,0.0,False,61.92415282345703,,
mp-10699,LuRh3C,5,Lu1 Rh3 C1,4.11552588,4.11552588,4.11552588,90.0,90.0,90.0,cubic,Pm-3m,1.38e-05,-7.720696492000002,-0.5520411808333361,0.0,True,11.808287641005988,0.0,False,69.7069388222414,"{'voigt': 205.343, 'reuss': 205.343, 'vrh': 205.343}","{'voigt': 85.754, 'reuss': 85.397, 'vrh': 85.576}"
mp-1205366,LuRhO3,20,Lu1 Rh1 O3,5.15042715,5.66071551,7.48237152,90.0,90.0,90.0,ortho,Pnma,0.0,-7.958022456500001,-2.612046788833334,0.0,True,9.922030465179358,1.0887,True,218.14931123596662,,
mp-973681,LuRhO3,5,Lu1 Rh1 O3,3.924034,3.924034,3.924034,90.0,90.0,90.0,cubic,Pm-3m,0.0009555999999990001,-7.234465068,-1.888489400333333,0.7235573885000001,False,8.955629658015384,0.0,False,60.42244361076046,"{'voigt': 189.552, 'reuss': 189.552, 'vrh': 189.552}","{'voigt': 70.29, 'reuss': -12.919, 'vrh': 28.686}"
